// vid	name	description
c172_01	輝く_ユーナ	心優しき少女は悪魔に会っても太陽の光のように輝く。
c172_02	燦爛たる_ユーナ	純真な少女は悪魔に会っても天国のような輝きを放つ。
c173_00	高木_麗花	疾風怒涛！子供はチョコレートを手放さない！
c173_01	小さな_ディナシー	装填完了！遊ぶ準備は終わった！
c173_02	ちびっ子_ディナシー	悪魔生を楽しみたいなら、その重い腰をあげなきゃね！。
c173_10	デンジャラス_ディナシー	デンジャラスロリポップ！\ディナシーのお出かけ専用コスチューム。
c174_00	普段着の_A.I	ステージの外の姿は期待と異なる。
c174_01	_A.I	秘密の夜の世界のリポーター、A.Iの派手な舞台衣装。
c174_02	リミテッド_A.I	華やかな笑顔の裏に隠されリポーター魂。影のあるA.Iの舞台衣装。
c174_10	リトルスター_A.I	は～い★今日のアナタのパートナー！\A.Iがちっちゃくなりました～！
c174_11	サマーバカンス_A.I	蒸し暑い夏もアナタのパートナー\A.Iと一緒に乗り切りましょう！
c175_00	碇山_能彦	金持ちの警備員とは...世界で最も役に立たない職種だな。
c175_01	番人_レッドクロス	生地に品格が感じられるレッドクロスの戦闘服。
c175_02	守護者_レッドクロス	生地に教養が感じられるレッドクロスの戦闘服。
c176_01	客寄せの_エシュ	夜の世界のネオンのようなポイントジャンパー。
c176_02	ディーラー_エシュ	夜の世界に決して馴染まない乳白色のジャンパー。
c178_00	湯川_玲子	本当の賢さは、静寂の中で光を放つ。
c178_01	蜃気楼_モルガナ	羽のように軽い着心地！飛んでしまっても知らないよ～
c178_02	幻想の_モルガナ	霧のような自然なフィット感！蒸発しても知らないよ～
c180_00	宝山_貴雄	ただのバッグではない。クラッチバッグだ。
c180_01	野望の_マンモン	もっと華やかに！もっと豪華に！
c180_02	貪欲の_マンモン	もっと豪華に！もっと美麗に！
c183_00	田母神_多津子	運命に抗う生まれながらの霊能力者。
c183_01	説教する_ダナ	女神の翼の服。選ばれた者のみ着る事ができる。
c183_02	宣言する_ダナ	女神の神聖なローブ。神々しいオーラを纏っている。
c184_00	立浪_玉枝	夢も希望もない、ため息ばかりの受験生。\勉強が嫌になって海に行ったことがある。
c184_01	流浪の_エリシオン	水着は海に入る前から着るのが普通。
c184_02	楽園の_エリシオン	自由を求めて航海を開始する為には？
c185_01	蛮勇の_ヘルモッド	裏通りに行けば、こんな感じの人いるよね…
c187_00	水谷_さより	テティスの契約者の服。
c187_01	悲嘆の_テティス	深海の水で染め上げたテティスの最高級ドレス。
c187_02	哀愁の_テティス	サンゴと真珠があしらわれたテティスの限定ドレス。
c187_89	哀愁の_テティス	サンゴと真珠があしらわれたテティスの限定ドレス。
c188_00	槌田_紗千香	正義感あふれる名探偵の助手。
c188_01	突撃_アタランテ	悪人だけを選んで打つアタランテの正義のハンマー。
c188_02	名助手_アタランテ	悪い悪魔だけを選んで打つアタランテの正義のハンマー。
c189_00	安藤_佳奈子	上級生でも校長先生でも許さない風紀委員。
c189_01	捕縛の_クラトス	囚人服との違いは縦縞のストライプ。
c189_02	解放の_クラトス	これ着ればサキュバス達も処罰できるだろうか…？
c190_00	優木_広美	少女は病弱だが、夢を諦めていない。
c190_01	模倣する_イシス	国民的美少女イシスの話題のワンピース絶賛販売。
c190_02	女優_イシス	今年の新人賞を受賞したイシスの限定ドレス販売。
c191_00	窪塚_玲菜	再起を夢見る女ヤクザ。
c191_01	破壊の_セクメト	セクメトの普段着。
c191_02	激怒した_セクメト	セクメトの戦闘服。という割には普段着っぽい。
c193_00	見習い祓魔師_ヴィルーパー	カインによって才能を見い出された祓魔師。
c193_01	祓魔師_ヴィルーパー	煩悩を断ち切る祓魔師ヴィルーパーの宝剣。
c194_00	黒木_麗花	人間でも悪魔でも利用する、貪欲すぎる腹黒少女。
c194_01	白の_アシュトレス	茨の剣を際立たせるアシュトレスの白いドレス。
c194_02	純白の_アシュトレス	フレアフリルのついたアシュトレスの純白のバトルドレス。
c195_00	獅子原_クレア	野生と共に生きるアフリカからの帰国子女。
c195_01	小公女_キュベレー	眠っている少女とライオンを起こさないでください。
c195_02	黒公女_キュベレー	これを着ればあなたも立派なライオンのトレーナー！
c195_20	獅子原_クレア	野生と共に生きるアフリカからの帰国子女。
c196_00	白鳥_雪美	美しい妹に嫉妬する、内向的な少女。
c196_01	花園の_イズン	甘いリンゴ。それは禁断の果実。
c196_02	魅惑の_イズン	美しいイズンのドレス。
c198_00	奈良_奈央	蛇に生まれたかったのね。\次の願いは、それにしましょうか？
c198_01	沈黙の_ゼロス	だらしない着こなしにセンスを感じる。少し危険だが…
c198_02	裏切の_ゼロス	ゼロスの戦闘服。別にボタンが取れてるわけではない。
c199_00	虹原_ひかる	素朴な田舎少女の頭上には星が輝く。
c199_01	西方の_アウロラ	星のように輝くアウロラのコスチューム。
c199_02	慈愛の_アウロラ	新星のように煌びやかに輝くアウロラのコスチューム。
c200_00	鍛冶原_雅美	机上で事件を解決する名探偵の普段着。
c200_01	走る_セシャト	名探偵セシャトの戦闘服。
c200_02	解決者_セシャト	魔界の名探偵セシャトの戦闘服。
c202_00	東海林_翔子	自分の魂を賭けるデンジャラスギャンブラー。
c202_01	鏡の_ビクトリス	白に見える？本当にそうですか？
c202_02	縁の_ビクトリス	青色に見える？自分の目をあまり信じない方が…
c205_00	結城_遊	泣き虫少年の友人はゲームだけで...
c205_01	異界の_マーリン	マーリンの戦闘服を獲得した！
c205_02	訪問者_マーリン	伝説の魔術師マーリンの戦闘服を獲得した！
c206_00	見習い祓魔師_ヨナ	
c206_01	祓魔師_ヨナ	
c206_02	痛悔する_ヨナ	
c208_00	加賀_京介	燃える漢、ファイロの契約者。
c208_01	熱い_ファイロ	ホットな男、ファイロの戦闘服。
c208_02	烈火の_ファイロ	バーニングマン、ファイロの完全武装の戦闘服。
c209_00	不破_文香	妄想好きな図書館の司書は、魔女の子孫。
c209_01	夢見る_ヘカテー	夢見る魔女ヘカテーの戦闘服。
c209_02	妄想家_ヘカテー	妄想する魔女ヘカテーの戦闘服。
c210_00	皇_純麗	将来の希望は、ファンタジー小説の中で見つけました。
c210_01	深淵の_タルタロス	深淵から降臨したタルタロスの鎧。
c210_02	帝王_タルタロス	魔界に号令をかける帝王、タルタロスの鎧。
c214_00	星崎_正十朗	清掃員の条件は、冷めない情熱、そしてシルクハット。
c214_01	試行する_ジュピター	ダンディーの条件は、イカしたスーツに秘密のケース。
c214_02	制覇の_ジュピター	ダンディーの条件は、古風なシルクハットに秘密のケース。
c214_10	ギャンブラー_ジュピター	百戦百勝の彼女の秘密は、危ないケースに隠されている。
c215_00	未成熟な_スルト	南国から来たスルトの手作りポンチョ・。
c216_00	尾形_真夜	幼い頃からサーカス団で育てられた自由を求める少女。
c216_01	月夜の_ワーウルフ	影に溶け込む狼。
c216_02	サムハイン_ワーウルフ	野性に目覚めた夜、ワーウルフがやってきた。
c220_00	麦倉_睦美	世界一のバドミントン選手を夢見る少女。
c220_01	疾走の_アトロポス	勝利に向かって疾走するアトロポスのバトルユニフォーム。
c220_02	進撃の_アトロポス	頂点に向かって進撃するアトロポスのバトルユニフォーム。
c221_00	梁川_きい	心配しないで。この血は敵の返り血だから…
c221_01	満月の_ヤナ	妄想が現実になった！中二病少女がデザインしたコスチューム。
c221_02	満開の_ヤナ	黒い蝶、それは疫病神の象徴…女剣士ヤナのコスチューム。
c222_00	金渕_伽耶	似合わなくても、ブランド品は真っ先に手に入れる。
c222_01	恍惚の_エルドラド	金49.9％のエルドラド専用のコスチューム。
c222_02	黄金の_エルドラド	選ばれた者しか着られない、金99.9％のエルドラド専用のコスチューム。
c224_00	人間界の_ロキ	小公子ロキの普段着。\おいっ！お前ホントにあのロキかっ？！
c224_01	黒太子_ロキ	黒太子ロキの戦闘服。\胸に抱くは謀略と黒い本心。
c225_00	バイトする_ルドルフ	クリスマスのアルバイト服装。裏のね…
c225_01	招かれざる客_ルドルフ	家出青少年ルドルフの仕事服。袋の中身はプレゼントじゃないよ？
c225_02	夜泥棒_ルドルフ	夜泥棒ルドルフの仕事服。翼をつけたので袋の積載量が減った。
c226_01	略奪屋_ラグナル	ラグナルの基本的な服。
c227_00	百目鬼_舞	父さんが残した警察服と警棒があれば、少しも怖くない。
c227_01	正義の_マフデト	マフデトの戦闘服。見つめられると悪い事をしていないのにソワソワしてくる。
c227_02	独断の_マフデト	マフデトの戦闘服。サングラスを外せば命中率が上昇する。
c229_00	チンチラ_ベリー	壁に耳あり障子に目あり…
c229_01	情報屋_ブラウニー	情報屋ブラウニーのセーラー服。
c229_02	配達屋_ブラウニー	配達屋ブラウニーの特別なセーラー服。
c230_00	宇津木_詠子	少女のセーラー服と包帯に、\宇宙滅亡の鍵が秘められている。
c230_01	呪いの_スクルド	運命の呪いが込められたスクルドの戦闘服。
c230_02	滅亡の_スクルド	右目の封印が解かれたスクルドの戦闘服。
c231_00	小森_美麗	かわいいけど、かなり物好きな悪女。
c231_01	誘惑の天使_レアシルヴィア	青いバラから冷気を放つ天使。
c231_02	誘惑の悪女_レアシルヴィア	あなたを惑わす黒羽の悪女。
c232_00	亀池_歌音	美しいアイドルの美貌は帽子では隠せなかった。
c232_01	幻想の_ダフネ	遠い理想郷では、今このファッションが流行っています。
c232_02	理想郷の_ダフネ	理想郷で白い服を着た女神を見た...
c233_00	蒼井_あずさ	海辺の正しい服装。
c233_01	電光の_アルゲース	アルゲースの戦闘服。そ、そんな風に見たってダメだからね！
c233_02	白光の_アルゲース	アルゲースの戦闘服。なぜ、濡れている…
c234_00	五代_五朗	あっ悪魔だ！あっ人間？
c234_01	闘志の_ヘラクレス	古代の戦士、ヘラクレスの戦闘服。
c234_02	偉業の_ヘラクレス	スパルタの戦士、ヘラクレスの戦闘服。
c234_10	若獅子_ヘラクレス	その栄光を再び…内なる闘魂が目を覚ました\若獅子ヘラクレスのコスチューム。
c235_00	富樫_智佳	一騎当千の女刑事の普段着。
c235_01	一触即発の_ダヌ	唯我独尊、触るとヤケドするダヌのコスチューム。
c235_02	アンチヒーロー_ダヌ	型破りな戦士、ダヌのコスチューム。
c237_00	人間界の_ティフォン	人間に化けた悪魔ティフォン。
c237_01	夜祭り_ティフォン	暗い夜でも月の光を浴びて浮き上がる\王道ヴァンパイアスタイル。
c237_02	サムハイン_ティフォン	中世貴族のようにクラシカルでゴージャスな\王道ヴァンパイアスタイル。
c238_00	人間界の_メブ	人間界での活動のためにカジュアルに仕上げたメブの変装用衣装
c238_01	ハーモニー_メブ	ハロウィンのアイドルの可愛らしさがいっぱい詰まったメブのコスチューム。
c238_02	プリマ_メブ	ハロウィン応援団の遊び心を存分に生かしたメブのコスチューム。
c238_10	サムハイン_メブ	今年も悪魔のお祭り！ハロウィンの主役がやってきたぞ♪
c241_01	地下の_オルクス	
c242_00	人間界の_アリル	人間の少女に変装した悪魔アリル。
c242_01	マジシャン_アリル	嘘つきアリルのマジシャンドレス
c242_02	パレード_アリル	ハロウィン応援団アリルのパレード用ドレス
c244_01	ZERO _春麗	運動に適した青いタイツ。不思議と力が湧いてくる。
c244_02	格闘家 _春麗	美脚が際立つチャイナドレス。着こなすには修業が必要。
c245_01	デルタレッド _キャミィ	赤と緑が特徴的な特殊部隊デルタレッドの正式装備。
c245_02	Dolls _キャミィ	昔、キラービーと呼ばれていた時に来ていた戦闘服。
c246_00	クリスマスの_妖精	クリスマスに突然現れた妖精の正体とは…？
c246_01	欺瞞の_クランプス	サンタ帽子があれば、これであなたもサンタクロース！
c246_02	偽りの_クランプス	本当のクランプスの姿。これなら、騙されてもいいでしょ？
c246_10	ナイトメア_クランプス	メリークリスマス！ハッピーナイトメア〜！
c246_11	ギフテッド_クランプス	幸せなクリスマスを破壊するために現れたクリスマスの悪魔！
c246_88	ナイトメア_クランプス	メリークリスマス！ハッピーナイトメア〜！
c246_89	ギフテッド_クランプス	幸せなクリスマスを破壊するために現れたクリスマスの悪魔！
c247_00	美崎_みりや	セーラーブラウスとプリーツスカートで\おしゃれしたミュリナの契約者。
c247_01	栄光の_ミュリナ	ミュリナの栄光に満ちた女王の正装。
c247_02	支配者_ミュリナ	ミュリナの威厳に満ちた支配者の正装。
c251_01	隠遁の_ガニメデ	チャイルドガニメデの基本的な服。
c253_00	_ニコル	クリスマスシーズン後のニコル
c253_01	ホーリー_ニコル	ニコルのクリスマス用作業服。\プレゼントはランダム。
c253_02	セイント_ニコル	プレゼントを配るクリスマス用作業服。\ハズレは無しの大盤振る舞い！
c253_10	聖誕_ニコル	聖なる前夜祭に降臨した神の使者ニコルの戦闘服
c253_89	聖誕_ニコル	な～に？プレゼントがほしいの？でもどうしよう。\悪魔にあげるプレゼントなんて愛のムチだけよ。
c254_01	_ダビ	0
c254_02	_	
c255_01	プロローグ_モナ	0
c256_01	_リザ	0
c257_01	コロニーリーダー_カールホース	魔界より深い人間系の地下でカールホースの衣を発見した。
c257_02	コロニーリーダー_カールホース	長い歴史と伝統、そして魔界の秘密が込められたカールホースのローブ。
c258_01	想像の_ピクシー	想像から生まれたピクシーの翼服。
c258_02	理想の_ピクシー	理想から生まれたピクシーの翼服。
c262_00	喜多川_碧	ダフニスのブレザーとエナメルシューズ。
c262_01	騎士_ダフニス	一途な心を持ち、愛する人を守るために立ち上がった、\ギリシャの英雄のような姿。
c262_02	勇気の_ダフニス	勇気の騎士は、大切な縁を守るために敵陣へと向かう。
c262_88	勇気の_ダフニス	
c262_89	騎士_ダフニス	
c266_00	_ホルス	人間に変装した悪魔ホルス。
c266_01	砂漠の_ホルス	灼熱の太陽も怖くないホルス専用衣服。
c266_02	ラー_ホルス	太陽神を模したホルスの戦闘服。
c267_00	ナイルの女王_クレオパトラ	遠い昔、大国を治めたクレオパトラ本人。
c267_01	輪廻の_クレオパトラ	ホルスの趣向を取り入れたクレオパトラの衣服。
c267_02	ファラオ_クレオパトラ	クレオパトラの権威を象徴するファラオの衣服。
c267_10	太陽の_クレオパトラ	オベリスクの加護を受けるクレオパトラ。
c267_89	太陽の_クレオパトラ	オベリスクの加護を受けるクレオパトラ。
c269_01	混沌の_ピクシー	混沌から生まれたピクシーの翼服。
c269_02	宇宙の_ピクシー	宇宙から生まれたピクシーの翼服。
c270_01	光の_ピクシー	光から生まれたピクシーの翼服。
c270_02	白金の_ピクシー	まばゆい光から生まれたピクシーの翼服。
c271_01	静寂の_ピクシー	静寂から生まれたピクシーの翼服。
c271_02	蒼玉の_ピクシー	蒼玉から生まれたピクシーの翼服。
c272_01	若葉の_ピクシー	若葉から生まれたピクシーの翼服。
c272_02	深緑の_ピクシー	深緑から生まれたピクシーの翼服。
c274_00	普段着の_バスト	クレオパトラの猫から生まれたチャイルドの\人間界での普段着。
c274_01	歌う_バスト	ぼんやりした猫の記憶をたどって作られたバストの衣装。
c274_02	ハウリング_バスト	クレオパトラを真似するバストの衣装。
c275_00	鳥井_美由	元アイドルグループのメンバーで\インディーズバンドのボーカル。
c275_01	アウトロー_ハーピー	自由を求めて逃亡するハーピーのコスチューム。
c275_02	ランナウェイ_ハーピー	あらゆるルールから逃れるハーピーのコスチューム。
c277_00	_レウケ	穏やかな休息を夢見るのレウケの普段着。
c277_01	下級ニンフ_レウケ	新社会人レウケのユニフォーム。
c277_02	パートナー_レウケ	社会の辛さを味わったレウケのユニフォーム。
c278_01	オーダーメイド_ヘル	人造人間ヘルのオーダーメイドコスチューム。
c278_02	カスタマイズ_ヘル	人造人間ヘルのカスタマイズコスチューム。
c279_01	オーダーメイド_ラウフェイ	人造人間ラウフェイのオーダーメイドコスチューム。
c280_01	無邪気な_ティケ	ティケといっしょに遊ぼうよ！
c280_02	夢見がちな_ティケ	ティケといっしょに夢の中を探検だ！
c281_00	園田_光	楽園を探して…私だけの太陽と一緒に…
c281_01	逃亡の_ティスベ	黒いマントに隠された少女の悲しみ。
c281_02	迷宮の_ティスベ	楽園に咲く花は、この花よりもっときれいに咲くはず。
c283_00	凪原_智佳子	《Café de Petit》の店員の制服。
c283_01	メイド_モーガン	ヴェルデレトがモーガン用にオーダーメイドしたメイド服。
c283_02	サーヴァント_モーガン	なぜかヴェルデレトの隣にいる時が、最も輝くモーガンの限定メイド服。
c283_10	ロイヤルキーパー_モーガン	私だけのあなた…唯一無二の主に仕えるモーガンの戦闘服。
c283_11	アンチラスト_モーガン	永遠の忠誠は、決してさびない剣の如く。
c283_89	ロイヤルキーパー_モーガン	私だけのあなた…唯一無二の主に仕えるモーガンの戦闘服。
c285_02	戦場の女神_ナタリス	戦場を見守るナタリスの神々しいコスチューム
c286_00	_ヴェルデレト	メイドカフェ《Cafe de petit》の店長。
c286_01	渇望の_ヴェルデレト	ヴェルデレトの清潔なスーツ。
c286_02	バトラー_ヴェルデレト	お帰りなさいませ。\あなたの有能なサポーター、ヴェルデレトの戦闘服。
c287_00	双葉_光	トレーニングウェアに身を包んだ、\有望なモダンダンスの練習生。
c287_01	踊り子_サロメ	目も眩むほど美しい踊り子サロメの衣装。
c287_02	跳躍する_サロメ	魂を誘惑する踊り子サロメの衣装。
c287_88	跳躍する_サロメ	魂を誘惑する踊り子サロメの衣装。
c287_89	踊り子_サロメ	目も眩むほど美しい踊り子サロメの衣装。
c289_00	人間界の_デュランダル	ルーファスを真似た人間界での姿。
c289_01	幻影の_デュランダル	常に品位を保つデュランダルの戦闘用スーツ。
c289_02	悪夢の_デュランダル	デュランダルの力を最大限に引き出す灰色の戦闘用スーツ。
c289_10	剛剣の_デュランダル	悪魔を恐怖に陥れるデュランダルの戦闘用スーツ。
c290_00	人間界の_ブリジット	人間界の少女に変装した悪魔ブリジット。
c290_01	蠱惑の_ブリジット	魔界に咲く紅い薔薇。\ブリジットの深紅のローズドレス。
c290_02	スカーレット_ブリジット	悦楽に咲く血の色の薔薇。\華麗に咲くブリジットのベールラインドレス。
c292_00	_ルイン	いざ尋常に！ルインが剣道で使う竹刀と防具。
c292_01	盲信の_ルイン	落ち着いたシルエットが影に似ている。
c292_02	復讐の槍_ルイン	赤い垂れ絹はルインの忠誠心の証。
c294_00	花園_小夜子	厳しすぎる校則を必ず守る\聖ミカエル女学院の生徒会長。
c294_01	レディ_バートリー	バートリーの気品あふれるゴシックドレス。
c294_02	ブラッディ_バートリー	夜の如き漆黒を帯びたバートリーのバッスルドレス。
c295_00	朝霧_テレサ	バートリーの同伴者となった\聖ミカエル女学院の生徒。
c295_01	夢見る_アンノウン	永遠の眠りについたアンノウン。\どんな夢を見ているのか？
c295_02	沈黙の_アンノウン	笑みを浮かべるアンノウン。\ひょっとするとすぐに目を覚ますかも…
c296_00	倉敷_麗	ケースの中身は対物ライフル…ではなく普通のチェロ。
c296_01	ガンスリンガー_ヒルド	対物ライフルによく合うヒルドのメイド服。
c296_02	スナイパー_ヒルド	戦闘準備完了！かわいいお客さんを狙い撃ち？
c299_00	_サンタクロース	プレゼントを渡して魂を奪うサンタのアルバイトコスチューム。
c299_01	思い出の_サンタクロース	なんでサンタが青いって？赤だけなんて偏見だよ？
c299_02	サタン_サンタクロース	黒い服のサンタクロース。プレゼントの代わりに悪夢をお届け！
c300_01	敬愛の_ピエタス	心構えは服装から。\ベテラン解決師の戦闘用メイド服。
c300_02	信義の_ピエタス	エプロンが汚れたら、プロとは言えません！\敏腕解決師の戦闘用メイド服。
c301_01	不屈の_自請妃	女傑自請妃の古典式の火砲。
c301_02	革命の_自請妃	女傑自請妃の最新式の火砲。
c302_00	黒井_瑛	
c302_01	黒夜の_アトゥム	
c305_01	導きの_リタ	リタの洗礼用衣服。\スカートは教会のベルの形を模している。 
c305_02	闇の聖女_リタ	黒き洗礼者リタは静かに近づく\奸悪な牙を恐れない。
c305_10	楽園追放_リタ	戻る事のできない、永遠なる\理想郷を夢見ながら。
c305_89	楽園追放_リタ	戻る事のできない、永遠なる\理想郷を夢見ながら。
c308_00	人間界の_クババ	聖ミカエル女学院の理事長クババの漆黒のスーツ。
c308_01	ライダー_クババ	百戦錬磨のクババと愛用バイク。
c308_02	ハイスピード_クババ	もっとスピードを上げろ！\付いて来れないヤツなど放っておけ！
c308_10	リベンジ_クババ	復讐に燃えるクババと唸りを上げるバイク。
c310_00	小鳥遊_かな	水たまりを踏んでも大丈夫！\ベスの契約者のレインコート＆ブーツ。
c310_01	春の_ベス	心はいつも夢の中、ベスのふわふわクッション。
c310_02	ブロッサム_ベス	春の花に包まれた、ベスのもふもふクッション。
c311_00	人間界の_ケプリ	人間界の少女に変装した悪魔ケプリ。
c311_01	黒光の_ケプリ	ケプリの全身スーツ。メインカラーは闇と光を象徴する。
c311_02	暴虐の_ケプリ	暴虐非道なケプリの最終形態。
c311_89	暴虐の_ケプリ	暴虐非道なケプリの最終形態。
c312_00	伊原_いちご	怖がりなパティシエ志望の女子高生。
c312_01	嘲笑う_ティルフィング	ティルフィングの生クリームケーキ専用ナイフ。
c312_02	呪剣の_ティルフィング	ティルフィングのいちご生クリームケーキ専用ナイフ。
c314_01	初登場_モナ	0
c315_01	錬金術師_メトセラ	悪魔式錬金術研究所を創設したメトセラのコート。
c315_02	探求者_メトセラ	悪魔の真の姿を探し求めるメトセラのコート。
c315_10	礼装紳士_メトセラ	メトセラの格式高いインバネスコート。
c315_89	礼装紳士_メトセラ	メトセラの格式高いインバネスコート。
c316_00	人間界の_ボタン	人間の少女に変装したボタン。
c316_01	錬金術師_ボタン	チャイルドと悪魔を望む姿に変えることができる\《Re:birth LAB》の主、ボタンの服。
c316_02	探求者_ボタン	超越的な美を追究し続ける錬金術師ボタンの服。
c317_00	神父_バビル	落ち着いた態度とは対象的な豪華な修道着。
c317_01	偽善者_バベル	優しい微笑に隠された黒い心。
c317_02	詐言の_バベル	黒い心に似合わぬ真珠色の制服。
c318_01	祈祷の_バリ	神に祈るバリの伝統衣装。
c318_02	祈願の_バリ	運命に順ずるバリの伝統衣装。
c318_10	彼岸の_バリ	何人も通れない扉を越え亡者の声に導かれたバリの衣装。
c318_89	彼岸の_バリ	生者は通る事のできない扉を越え\亡者の声に導かれたバリの衣装。
c319_00	人間界の_柳道士	人間界の古風な服を着た柳道士。
c319_01	転生の_柳道士	生を繰り返す柳道士の青い着物。
c319_02	花守_柳道士	《黄泉の花》を守る柳道士の青い着物。
c321_01	三日月の_ルナ	真珠色のルナ専用ワンピースとスペシャルパンプス。
c321_02	満月の_ルナ	深紅色のレースショールがついたルナのスペシャル\ワンピース。
c324_01	ニュービー_モナ	フレッシュな新人サポーターモナの野戦服。
c324_02	ルーキー_モナ	ラブリーな新人サポーターモナの野戦服。
c324_21	傷ついた_モナ	モナコスチューム
c332_01	異端児_ガネーシャ	チャリンチャリン！\金儲けの話を嗅ぎつけたガネーシャの正式な祓魔師衣装。
c332_02	歓喜天_ガネーシャ	歓喜に満ちたガネーシャの祓魔師衣装。\これでも本物の祓魔師の服。
c333_00	見習い祓魔師_デボラ	由緒ある祓魔師一族の7人兄弟姉妹の末っ子。
c333_01	祓魔師_デボラ	気難しいデボラに相応しいバトルドレス。
c333_02	箱入り娘_デボラ	高貴なデボラのための特注バトルドレス。
c333_88	箱入り娘_デボラ	主の御名を冒涜したわね！\私が許すとでも思って？
c336_01	田園の_パン	田園を見守るパンの、春らしい色のワンピース。
c336_02	牧羊の_パン	満開の春の花と、白銀に輝くワンピース。
c338_01	ピュアホワイト_ポモナ	可憐に咲いた花のようなポモナの純白の花嫁衣装。
c338_02	ピュアブライド_ポモナ	華やかに咲いた花のようなポモナの純白の花嫁衣装。
c339_01	愛憎の_ダビ	モナを憎む心を持つ、もう1人のダビ。
c339_02	アンビバレンス_ダビ	モナの好きな色の服を来た、もう1人のダビ。
c343_01	孤剣の_ティアマト	見るもの全てを切り裂くティアマトのドレス。
c343_02	斬撃の_ティアマト	無慈悲に刀を振るう暴君ティアマトのドレス。
c344_01	白き手の_イゾルデ	サマースキャンダルのメインキャスト、\イゾルデのセーラースリーピースビキニ。
c344_02	ノヴァ_イゾルデ	ホットサマー、ロックオン！\あなたのハートを狙い撃つイゾルデのサマービキニ。
c344_10	サマースパイク_イゾルデ	耐えられる？！イゾルデの挑戦状！\ファイナルスパイクイゾルデ！
c344_88	ノヴァ_イゾルデ	ホットサマー、ロックオン！\あなたのハートを狙い撃つイゾルデのサマービキニ。
c344_89	サマースパイク_イゾルデ	耐えられる？！イゾルデの挑戦状！\ファイナルスパイクイゾルデ！
c345_01	真夏の_アネモネ	流行の最先端！紫外線から肌を守る、\アネモネのラッシュガードファッション。
c345_02	ギャンブラー_アネモネ	ラグジュアリーに着飾ったアネモネのレースビキニ。
c345_88	ギャンブラー_アネモネ	ラグジュアリーに着飾ったアネモネのレースビキニ。
c345_89	サンライズ_アネモネ	夏の砂浜に輝く太陽、アネモネの白いラッシュガード。
c346_01	ブロッキング_トリスタン	チェンジドリンクの副作用で\400％バルクアップしたトリスタン。
c346_02	ロンリー_トリスタン	トリスタンのサマーバカンス。\この姿だとなぜかやる気が無くなるらしい。
c347_01	預言者_ダナ	預言者の内より顕現した女神の衣。
c347_02	再臨_ダナ	地上に再臨した女神の衣。
c348_00	研修生_マーズ	マーズの研修生時代の衣装。
c348_01	プリティー_マーズ	練習だって気を抜かない！\理想のアイドルを目指して日々進化中！
c348_02	スウィートデビ_マーズ	不滅のセンター！\魅力溢れるパフォーマンスでファンの目を釘付け！
c348_10	スウィートラブ_マーズ	あま～い愛をあなたにあげる♥\マーズのスペシャルライブ衣装。
c349_00	研修生_サターン	サターンの研修生時代の衣装
c349_01	ミステリアス_サターン	アイドルとして新たに生まれ変わった自分を魅せる！
c349_02	スターライト_サターン	マエストロのために他の誰よりもライブで輝いてみせる！
c350_00	研修生_ネプチューン	ネプチューンの研修生時代の衣装
c350_01	努力家_ネプチューン	ご主人様！アイドルになった私を見てて下さいね！
c350_02	ピュアスマイル_ネプチューン	心を込めて歌います…ご主人様に届くかな…
c351_00	研修生_ヴィーナス	ヴィーナスの研修生時代の衣装
c351_01	天真爛漫_ヴィーナス	楽しくて面白いことが大好き！\天真爛漫なパフォーマンスをご覧あれ！
c351_02	天上天華_ヴィーナス	天才アイドルここに降臨！\我が華麗なパフォーマンスを見るがよい！
c352_00	プロデューサー_マエストロ	お粗末なプロデューサー、マエストロの営業用のスーツ
c353_00	司_陽子	シャルルの契約者。\平凡でお人好し。
c353_01	_シャルル	忠節を尽くす騎士シャルルのコスチューム。
c353_02	光輝の_シャルル	碧天より降臨した騎士シャルルのコスチューム。
c354_01	浄火の_デメテル	浄化の炎を放つデメテルの戦闘服。
c354_02	紅蓮の_デメテル	怒りの炎で紅く燃え上がるデメテルの戦闘服。
c354_10	マッドナース_デメテル	歪んだ悪意が生み出したマッドナースの戦闘服。
c354_89	紅蓮の_デメテル	怒りの炎で紅く燃え上がるデメテルの戦闘服。
c355_01	守護神_コウガ	メイと温泉街を守る、母性あふれるコウガの新たな姿。
c355_02	狗神_コウガ	狛犬とウコンとともに戦う守護神コウガの進化形態。
c358_01	_初音ミク	バーチャルシンガーの舞台衣装。彼女の声は悪魔も癒す！
c358_02	歌姫_初音ミク	バーチャルシンガーの舞台衣装。天使の歌声が世界に鳴り響く！
c359_01	_雪ミク	丹頂鶴をイメージした巫女服。凛と立つ姿が美しい。
c359_02	雪丹頂巫女_雪ミク	丹頂鶴をイメージした巫女服。その舞は見る者に安らぎを与える。
c360_01	解放された_マアト	全てのしがらみと抑圧から解き放たれたマアトの高潔な戦闘服。
c360_02	降臨_マアト	地上に降臨した新たな神、マアトの聖なる戦闘服。
c362_01	やさしい_レオ	かばんの中身はガラクタだらけ。\レオの普段着。
c362_02	インキュバス_レオ	戦いに自信はない。\臆病なレオのバトルコート。
c362_10	メイド_レオ	こんにちは！インキュバス…\じゃなくてサキュバスの…レオです。
c363_01	怪盗_ルパン	怪盗ルパンの妖艶なコスチューム。
c363_02	ムードメーカー_ルパン	ムードメーカールパンのきわどすぎるコスチューム。
